"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","REM"
"71839099999","2023-01-04T11:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0047,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T12:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0045,1","+9999,9","99999,9","06,9999,1,9","24,9999,1,9","SYN04071839 46/// ///// 11045 6///1 333 7////="
"71839099999","2023-01-04T13:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0053,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T14:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0055,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T15:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0051,1","+9999,9","99999,9","03,9999,9,9",,"SYN03471839 46/// ///// 11051 333 6///7="
"71839099999","2023-01-04T16:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0055,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T17:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0028,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T18:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","99999,9","06,9999,1,9","24,9999,1,9","SYN04071839 46/// ///// 11011 6///1 333 7////="
"71839099999","2023-01-04T19:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0007,1","+9999,9","99999,9",,,"SYN004BUFR"
"71839099999","2023-01-04T20:00:00","4","49.3","-113.3666666","1115.0","BULLHORN COULEE RESEVOIR, CA","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+0000,1","+9999,9","99999,9",,,"SYN004BUFR"
