"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AY1","AY2","GA1","GA2","GA3","GA4","GA5","GE1","GF1","IA1","KA1","KA2","MA1","MD1","MW1","OC1","OD1","REM","EQD"
"91925099999","2023-01-02T18:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","090,1,N,0062,1","22000,1,9,N","030000,1,9,9","+0296,1","+0207,1","10150,1","03,0000,9,1","06,0000,9,1",,,"03,1,+00750,1,08,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00750,1,99,9,99,9",,,,"99999,9,10090,1","1,1,013,1,+999,9",,,"3,99,0108,1,999","SYN11691925 02580 30912 10296 20207 30090 40150 51013 60001 83200 333 56200 60007 83825 90710 91121 555 60005 11221 59004=",
"91925099999","2023-01-02T19:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","100,1,N,0093,1","22000,1,9,N","030000,1,9,9","+0296,1","+0207,1","10149,1","01,0000,9,1",,,,"03,1,+00800,1,08,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,,"99999,9,10089,1","9,9,005,1,+999,9",,,,"SYN09891925 22580 31018 10296 20207 30089 40149 50005 83200 333 60005 56200 83825 90710 91128 555 11228=",
"91925099999","2023-01-02T20:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","100,1,N,0088,1","22000,1,9,N","030000,1,9,9","+0300,1","+0208,1","10145,1","01,0000,9,1",,,,"03,1,+00800,1,08,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,,"99999,9,10085,1","8,1,005,1,+999,9",,,,"SYN09891925 22580 31017 10300 20208 30085 40145 58005 83200 333 60005 56200 83825 90710 91127 555 11127=",
"91925099999","2023-01-02T21:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","100,1,N,0072,1","22000,1,9,N","030000,1,9,9","+0312,1","+0211,1","10140,1","03,0000,9,1",,,,"03,1,+00750,1,08,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00750,1,99,9,99,9",,,,"99999,9,10080,1","8,1,010,1,+999,9",,,"3,99,0129,1,999","SYN11091925 22580 31014 10312 20211 30080 40140 58010 83200 333 56200 60007 83825 90710 91125 555 60005 11228 58001=",
"91925099999","2023-01-02T22:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","100,1,N,0072,1","22000,1,9,N","030000,1,9,9","+0309,1","+0217,1","10134,1","01,0000,9,1",,,,"03,1,+00800,1,08,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,,"99999,9,10074,1","8,1,015,1,+999,9",,,,"SYN09891925 22580 31014 10309 20217 30074 40134 58015 83200 333 60005 56200 83825 90710 91123 555 11123=",
"91925099999","2023-01-02T23:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","100,1,N,0072,1","22000,1,9,N","030000,1,9,9","+0311,1","+0216,1","10125,1","01,0000,9,1",,,,"03,1,+00800,1,08,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,,"99999,9,10066,1","8,1,019,1,+999,9",,,,"SYN10491925 22580 31014 10311 20216 30066 40125 58019 83200 333 60005 56200 83825 90710 91120 555 60005 11020=",
"91925099999","2023-01-03T00:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","100,1,N,0067,1","22000,1,9,N","030000,1,9,9","+0290,1","+0207,1","10121,1","03,0000,9,1","24,0010,3,1",,,"03,1,+00750,1,08,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00750,1,99,9,99,9",,"120,N,+0223,1",,"99999,9,10061,1","6,1,019,1,+999,9",,,"3,99,0118,1,999","SYN12291925 02580 31013 10290 20207 30061 40121 56019 60014 83200 333 20223 56200 58000 60007 83825 90710 91123 555 60005 11123=",
"91925099999","2023-01-03T01:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","100,1,N,0067,1","22000,1,9,N","030000,1,9,9","+0289,1","+0217,1","10120,1","01,0000,9,1",,,,"03,1,+00800,1,08,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00800,1,99,9,99,9",,,,"99999,9,10060,1","6,1,014,1,+999,9",,,,"SYN09891925 22580 31013 10289 20217 30060 40120 56014 83200 333 60005 56200 83825 90710 91126 555 11126=",
"91925099999","2023-01-03T02:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","080,1,N,0062,1","99999,9,9,N","019000,1,9,9","+0278,1","+0201,1","10123,1","01,0000,9,1",,,,,,,,,,,,,,"99999,9,10063,1","5,1,003,1,+999,9","00,1",,"3,99,0124,1,999","SYN08691925 24469 /0812 10278 20201 30063 40123 55003 700// 333 60005 90710 91124 555 11224=",
"91925099999","2023-01-03T03:00:00","4","-9.8","-139.0333333","53.0","HIVA OA, FP","FM-12","99999","V020","090,1,N,0057,1","99999,9,9,N","019000,1,9,9","+0272,1","+0200,1","10129,1","03,0000,9,1",,,,,,,,,,,,,,"99999,9,10069,1","3,1,008,1,+999,9","00,1",,"3,99,0113,1,999","SYN09891925 24269 /0911 10272 20200 30069 40129 53008 700// 333 60007 90710 91122 555 60005 11126 58000=",
